order_id,order_date,origin_port,carrier,TPT,service_level,ship_ahead_day_count,ship_late_day_count,customer,product_id,plant_code,destination_port,unit_quantity,weight
1447370114,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1687346,PLANT03,PORT09,273,0.626141316
1447371494,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1687346,PLANT03,PORT09,299,0.626141316
1447386767,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1687346,PLANT03,PORT09,294,0.834855088
1447397713,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1687346,PLANT03,PORT09,397,1.669710177
1447375571,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1687346,PLANT03,PORT09,271,0.417427544
1447291959,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1687346,PLANT03,PORT09,428,2.087137721
1447397712,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1687346,PLANT03,PORT09,397,1.440125028
1447394032,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1687346,PLANT03,PORT09,259,0.229585149
1447304653,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1687346,PLANT03,PORT09,339,0.939211974
1447291958,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1687346,PLANT03,PORT09,249,0.208713772
1447391145,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1687346,PLANT03,PORT09,319,1.147925747
1447371495,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1687346,PLANT03,PORT09,329,1.043568861
1447265720,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1687346,PLANT03,PORT09,777,9.78
1447399167,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1687346,PLANT03,PORT09,1295,19.58
1447237004,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1687346,PLANT03,PORT09,772,11.02
1447386766,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1687346,PLANT03,PORT09,920,10.92
1447229298,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1669685,PLANT03,PORT09,428,2.52
1447209487,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1677891,PLANT03,PORT09,460,0.661425381
1447162918,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1677891,PLANT03,PORT09,849,1.984276142
1447269425,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1677891,PLANT03,PORT09,1869,5.291403046
1447230986,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1677891,PLANT03,PORT09,1848,5.291403046
1447162883,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1677891,PLANT03,PORT09,847,1.984276142
1447152396,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1677891,PLANT03,PORT09,864,1.984276142
1447321347,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1677891,PLANT03,PORT09,637,1.322850761
1447152430,5/29/2013,PORT04,V444_0,2,DTP,0,0,V555555555_27,1677891,PLANT03,PORT09,1035,2.645701523
