order_id,order_date,origin_port,carrier,TPT,service_level,ship_ahead_day_count,ship_late_day_count,customer,product_id,plant_code,destination_port,unit_quantity,weight
1447208890,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1682784,PLANT03,PORT09,358,8.912858763
1447222744,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1682784,PLANT03,PORT09,385,5.068096159
1447157910,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1682784,PLANT03,PORT09,328,1.223333556
1447137209,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1682784,PLANT03,PORT09,441,13.15571686
1447177640,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1682784,PLANT03,PORT09,400,11.53428781
1447167720,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1682784,PLANT03,PORT09,478,14.45666911
1447271424,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1682784,PLANT03,PORT09,451,10.48571619
1447165524,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1682784,PLANT03,PORT09,465,17.35000334
1447329820,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1682784,PLANT03,PORT09,267,0.174761937
1447150983,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1682784,PLANT03,PORT09,293,4.631191318
1447177639,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1682784,PLANT03,PORT09,243,0.786428714
1447231443,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1682784,PLANT03,PORT09,443,14.64119332
1447237320,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1682784,PLANT03,PORT09,450,18.00047946
1447150998,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1682784,PLANT03,PORT09,259,0.52428581
1447304579,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1682784,PLANT03,PORT09,443,10.88381168
1447222737,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1682784,PLANT03,PORT09,326,5.505001001
1447232402,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1682784,PLANT03,PORT09,450,16.37905041
1447265730,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1682784,PLANT03,PORT09,355,2.446667111
1447137216,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1682784,PLANT03,PORT09,275,1.747619365
1447183466,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1668545,PLANT03,PORT09,453,1.553173093
1447250808,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1668545,PLANT03,PORT09,363,1.310159616
1447304543,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1668545,PLANT03,PORT09,614,3.370491269
1447146893,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1668545,PLANT03,PORT09,326,0.919224892
1447410895,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1668545,PLANT03,PORT09,424,1.088277745
1447196665,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1668545,PLANT03,PORT09,388,1.257330599
1447141513,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1668545,PLANT03,PORT09,614,3.328228056
1447410894,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1668545,PLANT03,PORT09,335,1.056580335
1447141510,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1668545,PLANT03,PORT09,337,0.200750264
1447266833,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1668545,PLANT03,PORT09,323,0.824132661
1447145368,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1668545,PLANT03,PORT09,284,0.200750264
1447207648,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1668545,PLANT03,PORT09,488,2.556924411
1447141512,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1668545,PLANT03,PORT09,547,2.599187625
1447183461,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1668545,PLANT03,PORT09,570,3.201438416
1447183462,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1668545,PLANT03,PORT09,274,0.073960623
1447167114,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1668545,PLANT03,PORT09,354,1.067146139
1447396713,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1668545,PLANT03,PORT09,460,1.479212469
1447232556,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1668545,PLANT03,PORT09,510,1.870147193
1447167113,5/27/2013,PORT04,V444_0,2,DTP,0,0,V55_13,1668545,PLANT03,PORT09,309,0.380368921
