order_id,order_date,origin_port,carrier,TPT,service_level,ship_ahead_day_count,ship_late_day_count,customer,product_id,plant_code,destination_port,unit_quantity,weight
1447296447,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700106,PLANT16,PORT09,808,14.3
1447158015,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700106,PLANT16,PORT09,3188,87.94
1447138899,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700106,PLANT16,PORT09,2331,61.2
1447363528,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700106,PLANT16,PORT09,847,16.16
1447363981,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700106,PLANT16,PORT09,2163,52.34
1447351441,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700106,PLANT16,PORT09,3332,92.8
1447320236,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700106,PLANT16,PORT09,1782,46.9
1447158019,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700106,PLANT16,PORT09,427,2.86
1447219341,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700106,PLANT16,PORT09,1291,26.6
1447398416,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700106,PLANT16,PORT09,2294,62.2
1447381679,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700106,PLANT16,PORT09,2766,75.5
1447170785,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700106,PLANT16,PORT09,798,14.3
1447155056,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697884,PLANT16,PORT09,739,73.9
1447257265,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697884,PLANT16,PORT09,280,7.8
1447240989,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697884,PLANT16,PORT09,574,59.5
1447257231,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697884,PLANT16,PORT09,556,52.7
1447260653,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697884,PLANT16,PORT09,544,58.5
1447139375,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697884,PLANT16,PORT09,1151,181.7
1447308590,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697884,PLANT16,PORT09,1404,227.2
1447191271,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697884,PLANT16,PORT09,662,74.1
1447191284,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,836,80.43
1447352426,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,PORT09,2063,265.1
1447211829,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,2114,267.1
1447232833,5/24/2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,2108,271.1
