order_id,order_date,origin_port,carrier,TPT,service_level,ship_ahead_day_count,ship_late_day_count,customer,product_id,plant_code,destination_port,unit_quantity,weight
1447300381,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696746,PLANT03,PORT09,497,8.838863436
1447300383,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696746,PLANT03,PORT09,589,13.25829515
1447424606,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696746,PLANT03,PORT09,911,24.51659031
1447218541,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696746,PLANT03,PORT09,825,22.86493128
1447300173,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696746,PLANT03,PORT09,720,21.30166088
1447300178,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696746,PLANT03,PORT09,439,8.838863436
1447287557,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696746,PLANT03,PORT09,399,5.214929427
1447278857,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696746,PLANT03,PORT09,934,24.51659031
1447300176,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696746,PLANT03,PORT09,724,18.67772687
1447218542,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696746,PLANT03,PORT09,389,2.651659031
1447177713,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696746,PLANT03,PORT09,662,16.67772687
1447243690,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696746,PLANT03,PORT09,325,0.441943172
1447218548,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696746,PLANT03,PORT09,408,6.805924845
1447283871,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696746,PLANT03,PORT09,594,13.49573603
1447337716,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696746,PLANT03,PORT09,899,28.51659031
1447300172,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696746,PLANT03,PORT09,437,4.817180572
1447210182,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696746,PLANT03,PORT09,388,4.772986255
1447337709,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696746,PLANT03,PORT09,909,24.51659031
1447177718,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696746,PLANT03,PORT09,522,11.49052247
1447321413,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1695139,PLANT03,PORT09,489,7.321589153
1447369018,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1695139,PLANT03,PORT09,474,5.125112407
1447328782,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1695139,PLANT03,PORT09,313,0.366079458
1447271617,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1695139,PLANT03,PORT09,264,0.183039729
1447336315,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1676565,PLANT03,PORT09,443,3.139636968
1447358449,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1676565,PLANT03,PORT09,774,7.064183177
1447288339,5/28/2013,PORT04,V444_0,2,DTP,6,6,V555555555_14,1676565,PLANT03,PORT09,721,7.04
1447402064,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1676853,PLANT03,PORT09,2282,5.283250894
1447175822,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1676853,PLANT03,PORT09,2252,5.283250894
1447206587,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1676853,PLANT03,PORT09,2263,5.283250894
1447250247,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1676853,PLANT03,PORT09,2287,5.283250894
1447303421,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1676853,PLANT03,PORT09,2294,5.283250894
1447216729,5/28/2013,PORT04,V444_0,2,DTP,0,0,V555555555_14,1676853,PLANT03,PORT09,2269,5.283250894
